ID,Type,Air_Temperature_K,ProcessTemperature_K,Rotational_speed,Torque,Tool_wear,Failure,TWF,HDF,PWF,OSF,RNF
M22383,M,300.1,311.5,1343,46.2,28,0,0,0,0,0,0
L54704,L,300.2,311.5,1639,31.1,31,0,0,0,0,0,0
H36939,H,300.1,311.5,1383,49.1,33,0,0,0,0,0,0
L54706,L,300.1,311.4,1660,31.4,38,0,0,0,0,0,0
L54707,L,300.1,311.3,1470,45.2,40,0,0,0,0,0,0
M22388,M,300.1,311.3,1748,26.6,42,0,0,0,0,0,0
L54709,L,300.1,311.4,1467,35.7,45,0,0,0,0,0,0
M22390,M,300.1,311.4,1617,39.3,47,0,0,0,0,0,0
H36945,H,300.1,311.4,1377,56.7,50,0,0,0,0,0,0
M22392,M,300,311.3,1629,32.1,55,0,0,0,0,0,0
L54713,L,300,311.2,1504,37.9,58,0,0,0,0,0,0
L54714,L,300,311.2,1418,47.3,60,0,0,0,0,0,0
L54715,L,300,311.2,1629,31.7,62,0,0,0,0,0,0
L54716,L,300.1,311.3,2579,12.5,64,1,0,0,1,0,0
L54717,L,300.1,311.3,1305,64.7,66,0,0,0,0,0,0
M22398,M,300.2,311.4,1450,38.5,68,0,0,0,0,0,0
L54719,L,300.2,311.3,1487,36.9,71,0,0,0,0,0,0
M22400,M,300.2,311.3,1587,31.2,73,0,0,0,0,0,0
M22401,M,300.3,311.5,1528,40.9,76,0,0,0,0,0,0
M22402,M,300.4,311.6,1401,49.9,79,0,0,0,0,0,0
L54723,L,300.3,311.5,1446,45,82,0,0,0,0,0,0
L54724,L,300.2,311.4,1425,44.2,84,0,0,0,0,0,0
L54725,L,300.2,311.4,1891,22.6,86,0,0,0,0,0,0
H36960,H,300.2,311.5,1454,42.8,88,0,0,0,0,0,0
L54727,L,300.1,311.4,1430,40.9,93,0,0,0,0,0,0
L54728,L,300.2,311.4,1495,43.6,95,0,0,0,0,0,0
L54729,L,300.3,311.4,1544,41.6,97,0,0,0,0,0,0
M22410,M,300.3,311.4,1554,34.3,99,0,0,0,0,0,0
M22411,M,300.2,311.3,1491,37.3,102,0,0,0,0,0,0
L54732,L,300.3,311.3,1525,40.7,105,0,0,0,0,0,0
L54733,L,300.3,311.3,1505,39.6,107,0,0,0,0,0,0
M22414,M,300.3,311.4,1371,50.2,109,0,0,0,0,0,0
L54735,L,300.3,311.3,1332,60.5,112,0,0,0,0,0,0
L54736,L,300.3,311.4,1471,37,114,0,0,0,0,0,0
M22417,M,300.4,311.5,1750,27.3,116,0,0,0,0,0,0
M22418,M,300.3,311.4,1386,48.1,119,0,0,0,0,0,0
M22419,M,300.4,311.4,1355,56.2,122,0,0,0,0,0,0
M22420,M,300.3,311.3,1377,53.8,125,0,0,0,0,0,0
L54741,L,300.3,311.1,1388,49.4,128,0,0,0,0,0,0
M22422,M,300.3,311.1,1350,58.7,130,0,0,0,0,0,0
M22423,M,300.4,311.2,1831,23.4,133,0,0,0,0,0,0
M22424,M,300.3,311.2,1381,65.2,136,1,0,0,1,0,0
M22425,M,300.3,311.2,1783,25.6,139,0,0,0,0,0,0
L54746,L,300.3,311,1613,34.7,142,0,0,0,0,0,0
M22427,M,300.2,311,2370,14.7,144,0,0,0,0,0,0
L54748,L,300.2,311,1627,33.7,147,0,0,0,0,0,0
L54749,L,300.2,311,1255,71.8,149,1,0,0,1,0,0
H36984,H,300.2,311,1777,27.5,151,0,0,0,0,0,0
L54751,L,300.3,311.1,1606,30.9,156,0,0,0,0,0,0
L54752,L,300.3,311.1,1676,28.6,158,0,0,0,0,0,0
L54753,L,300.3,311.1,1605,37.1,160,0,0,0,0,0,0
L54754,L,300.4,311.1,1487,37.4,162,0,0,0,0,0,0
L54755,L,300.4,311.2,1471,46.5,164,0,0,0,0,0,0
M22436,M,300.3,311.1,1477,44.2,166,0,0,0,0,0,0
L54757,L,300.4,311.2,1530,32,169,0,0,0,0,0,0
L54758,L,300.4,311.2,1673,28.9,171,0,0,0,0,0,0
L54759,L,300.4,311.2,1436,56.8,173,0,0,0,0,0,0
L54760,L,300.4,311.3,1495,51.2,175,0,0,0,0,0,0
M22441,M,300.4,311.2,1366,56.1,177,0,0,0,0,0,0
H36996,H,300.4,311.2,1489,45.3,180,0,0,0,0,0,0
L54763,L,300.3,311.1,1480,46.6,185,0,0,0,0,0,0
L54764,L,300.4,311.2,1472,37.3,187,0,0,0,0,0,0
L54765,L,300.4,311.1,1397,50.8,189,0,0,0,0,0,0
L54766,L,300.4,311.1,1589,35.5,191,0,0,0,0,0,0
L54767,L,300.4,311.1,1405,54.1,193,0,0,0,0,0,0
L54768,L,300.4,311.1,2013,20.1,195,0,0,0,0,0,0
L54769,L,300.4,311,1802,26,197,0,0,0,0,0,0
M22450,M,300.4,311,1433,46.1,199,0,0,0,0,0,0
M22451,M,300.5,311.1,1296,61.3,202,1,0,0,0,1,0
M22452,M,300.5,311.2,1551,36.6,205,0,0,0,0,0,0
L54773,L,300.5,311.2,1270,67.5,208,1,0,0,0,1,0
L54774,L,300.6,311.3,1531,38.5,0,0,0,0,0,0,0
H37009,H,300.5,311.2,1397,45.2,2,0,0,0,0,0,0
L54776,L,300.5,311.1,1547,37.2,7,0,0,0,0,0,0
L54777,L,300.5,311,2074,18.9,9,0,0,0,0,0,0
L54778,L,300.5,311.1,1491,42.6,11,0,0,0,0,0,0
L54779,L,300.5,311,1759,28.3,13,0,0,0,0,0,0
M22460,M,300.4,311,1595,35.4,15,0,0,0,0,0,0
L54781,L,300.4,311.2,1351,62,18,0,0,0,0,0,0
L54782,L,300.4,311.2,1705,28.7,20,0,0,0,0,0,0
L54783,L,300.4,311.2,1406,43.6,22,0,0,0,0,0,0
L54784,L,300.4,311.3,1639,34.6,24,0,0,0,0,0,0
H37019,H,300.4,311.3,2026,20.3,26,0,0,0,0,0,0
M22466,M,300.4,311.3,1350,56.5,31,0,0,0,0,0,0
M22467,M,300.5,311.3,1468,41.1,34,0,0,0,0,0,0
L54788,L,300.5,311.4,1642,27.1,37,0,0,0,0,0,0
L54789,L,300.5,311.3,1490,41.8,39,0,0,0,0,0,0
M22470,M,300.5,311.3,1507,43.4,41,0,0,0,0,0,0
L54791,L,300.5,311.4,1611,32.7,44,0,0,0,0,0,0
M22472,M,300.5,311.4,1743,27.6,46,0,0,0,0,0,0
L54793,L,300.5,311.3,1475,46.3,49,0,0,0,0,0,0
L54794,L,300.5,311.4,1432,47.5,51,0,0,0,0,0,0
L54795,L,300.5,311.4,1442,47,53,0,0,0,0,0,0
M22476,M,300.6,311.4,1468,40.4,55,0,0,0,0,0,0
L54797,L,300.5,311.4,1556,45.3,58,0,0,0,0,0,0
M22478,M,300.5,311.4,1312,51.4,60,0,0,0,0,0,0
L54799,L,300.6,311.5,1459,47,63,0,0,0,0,0,0
L54800,L,300.5,311.5,1651,36.9,65,0,0,0,0,0,0
L54801,L,300.5,311.5,1490,38.4,67,0,0,0,0,0,0
M22482,M,300.6,311.6,1473,31.5,69,0,0,0,0,0,0
L54803,L,300.6,311.7,1734,29.9,72,0,0,0,0,0,0
L54804,L,300.6,311.7,1507,45.5,74,0,0,0,0,0,0
L54805,L,300.6,311.7,1556,34.9,76,0,0,0,0,0,0
H37040,H,300.5,311.6,1351,53.5,78,0,0,0,0,0,0
L54807,L,300.5,311.7,1445,44.8,83,0,0,0,0,0,0
L54808,L,300.5,311.7,1619,32.7,85,0,0,0,0,0,0
M22489,M,300.5,311.7,1269,64,87,0,0,0,0,0,0
L54810,L,300.5,311.6,1534,37.7,90,0,0,0,0,0,0
L54811,L,300.5,311.6,1444,49.3,92,0,0,0,0,0,0
L54812,L,300.5,311.6,1744,26.8,94,0,0,0,0,0,0
L54813,L,300.4,311.5,1441,44.6,96,0,0,0,0,0,0
M22494,M,300.3,311.3,1506,40.7,98,0,0,0,0,0,0
L54815,L,300.3,311.4,1526,38.5,101,0,0,0,0,0,0
L54816,L,300.4,311.5,1704,29.7,103,0,0,0,0,0,0
H37051,H,300.4,311.4,1445,52.4,105,0,0,0,0,0,0
L54818,L,300.5,311.5,1661,35.9,110,0,0,0,0,0,0
L54819,L,300.5,311.4,1466,41.8,112,0,0,0,0,0,0
L54820,L,300.4,311.3,1608,35.1,114,0,0,0,0,0,0
M22501,M,300.4,311.4,1352,57.3,116,0,0,0,0,0,0
M22502,M,300.4,311.4,1604,31.7,119,0,0,0,0,0,0
H37057,H,300.4,311.4,1427,50.7,122,0,0,0,0,0,0
L54824,L,300.4,311.4,1424,44.6,127,0,0,0,0,0,0
L54825,L,300.4,311.4,1662,29.3,129,0,0,0,0,0,0
L54826,L,300.4,311.4,1936,23.9,131,0,0,0,0,0,0
L54827,L,300.4,311.4,1728,31.7,133,0,0,0,0,0,0
L54828,L,300.4,311.4,1552,28.8,135,0,0,0,0,0,0
H37063,H,300.4,311.5,1662,29,137,0,0,0,0,0,0
L54830,L,300.3,311.4,1343,57.7,142,0,0,0,0,0,0
M22511,M,300.4,311.5,1476,32.6,144,0,0,0,0,0,0
L54832,L,300.3,311.4,1346,51.1,147,0,0,0,0,0,0
L54833,L,300.4,311.5,1492,44.6,149,0,0,0,0,0,0
M22514,M,300.3,311.5,1540,41.5,151,0,0,0,0,0,0
L54835,L,300.4,311.5,1596,32.5,154,0,0,0,0,0,0
L54836,L,300.5,311.6,1541,47.8,156,0,0,0,0,0,0
L54837,L,300.5,311.6,1661,30,158,0,0,0,0,0,0
M22518,M,300.4,311.6,1359,55.4,160,0,0,0,0,0,0
L54839,L,300.5,311.6,1528,42.4,163,0,0,0,0,0,0
M22520,M,300.5,311.6,1246,52.9,165,0,0,0,0,0,0
L54841,L,300.5,311.6,1575,32.5,168,0,0,0,0,0,0
M22522,M,300.5,311.6,1658,30.4,170,0,0,0,0,0,0
L54843,L,300.5,311.6,1385,54.8,173,0,0,0,0,0,0
H37078,H,300.5,311.7,1454,50.3,175,0,0,0,0,0,0
L54845,L,300.5,311.6,1497,40.5,180,0,0,0,0,0,0
M22526,M,300.6,311.7,1424,50.8,182,0,0,0,0,0,0
L54847,L,300.6,311.7,1528,43.9,185,0,0,0,0,0,0
L54848,L,300.6,311.8,1539,37,187,0,0,0,0,0,0
L54849,L,300.7,311.8,1336,58.4,189,1,0,0,0,1,0
L54850,L,300.5,311.6,1525,37.6,191,0,0,0,0,0,0
M22531,M,300.5,311.6,1456,51.1,193,0,0,0,0,0,0
M22532,M,300.5,311.7,2141,17.2,196,0,0,0,0,0,0
M22533,M,300.5,311.6,1476,39.1,199,0,0,0,0,0,0
L54854,L,300.5,311.6,1509,47.2,202,0,0,0,0,0,0
L54855,L,300.5,311.6,1447,45.4,204,0,0,0,0,0,0
L54856,L,300.6,311.7,1448,49.1,206,0,0,0,0,0,0
L54857,L,300.6,311.7,1428,52.6,208,0,0,0,0,0,0
M22538,M,300.6,311.7,1389,52.1,210,0,0,0,0,0,0
L54859,L,300.7,311.7,1635,32.4,213,0,0,0,0,0,0
L54860,L,300.7,311.7,1395,43.7,215,0,0,0,0,0,0
L54861,L,300.7,311.8,1443,43.7,217,0,0,0,0,0,0
M22542,M,300.7,311.7,1412,49.1,219,0,0,0,0,0,0
L54863,L,300.7,311.7,1524,43.5,222,0,0,0,0,0,0
M22544,M,300.7,311.8,1407,42.4,224,0,0,0,0,0,0
L54865,L,300.8,311.7,1397,43.5,227,0,0,0,0,0,0
M22546,M,300.7,311.7,1504,36.9,229,0,0,0,0,0,0
M22547,M,300.7,311.7,2097,18.9,232,1,1,0,0,0,0
L54868,L,300.6,311.7,1553,39.8,0,0,0,0,0,0,0
L54869,L,300.6,311.7,1432,39.2,2,0,0,0,0,0,0
M22550,M,300.5,311.6,1577,36.5,4,0,0,0,0,0,0
M22551,M,300.5,311.5,1370,56.1,7,0,0,0,0,0,0
H37106,H,300.5,311.6,1506,36.2,10,0,0,0,0,0,0
L54873,L,300.6,311.6,1964,21.4,15,0,0,0,0,0,0
H37108,H,300.6,311.7,1500,36.7,17,0,0,0,0,0,0
L54875,L,300.6,311.7,1488,47.7,22,0,0,0,0,0,0
H37110,H,300.6,311.5,1282,60.2,24,0,0,0,0,0,0
L54877,L,300.5,311.4,1400,45.1,29,0,0,0,0,0,0
L54878,L,300.6,311.5,1419,38.6,31,0,0,0,0,0,0
M22559,M,300.7,311.5,1441,40.6,33,0,0,0,0,0,0
M22560,M,300.7,311.6,1348,62.5,36,0,0,0,0,0,0
H37115,H,300.8,311.7,1468,38.7,39,0,0,0,0,0,0
M22562,M,300.7,311.7,1701,30.8,44,0,0,0,0,0,0
H37117,H,300.7,311.7,1864,23.6,47,0,0,0,0,0,0
M22564,M,300.6,311.6,1630,31.8,52,0,0,0,0,0,0
L54885,L,300.5,311.5,1316,49.7,55,0,0,0,0,0,0
L54886,L,300.5,311.5,1708,31.2,57,0,0,0,0,0,0
H37121,H,300.5,311.4,1679,27.5,59,0,0,0,0,0,0
L54888,L,300.5,311.4,1709,32.3,64,0,0,0,0,0,0
L54889,L,300.5,311.4,1445,41.5,66,0,0,0,0,0,0
M22570,M,300.5,311.4,1390,51.9,68,0,0,0,0,0,0
L54891,L,300.4,311.4,1309,55.5,71,0,0,0,0,0,0
L54892,L,300.5,311.5,1499,37.6,73,0,0,0,0,0,0
M22573,M,300.5,311.4,2072,18.8,75,0,0,0,0,0,0
L54894,L,300.5,311.5,1487,43,78,0,0,0,0,0,0
L54895,L,300.5,311.5,1302,49.6,80,0,0,0,0,0,0
M22576,M,300.5,311.5,1378,48.2,82,0,0,0,0,0,0
L54897,L,300.5,311.6,1365,53,85,0,0,0,0,0,0
H37132,H,300.6,311.7,1427,44.6,87,0,0,0,0,0,0
H37133,H,300.6,311.7,1535,33.3,92,0,0,0,0,0,0
H37134,H,300.5,311.6,1476,41.7,97,0,0,0,0,0,0
L54901,L,300.5,311.6,1425,42.4,102,0,0,0,0,0,0
L54902,L,300.5,311.7,1409,54.7,104,0,0,0,0,0,0
L54903,L,300.5,311.6,1730,30.2,106,0,0,0,0,0,0
M22584,M,300.5,311.6,1454,41.4,108,0,0,0,0,0,0
L54905,L,300.6,311.7,1744,26.9,111,0,0,0,0,0,0
M22586,M,300.8,311.9,1761,29,113,0,0,0,0,0,0
M22587,M,300.7,311.9,1657,30.9,116,0,0,0,0,0,0
L54908,L,300.7,311.8,1420,47,119,0,0,0,0,0,0
H37143,H,300.7,311.9,1329,59.2,121,0,0,0,0,0,0
L54910,L,300.6,311.9,1472,44.2,126,0,0,0,0,0,0
L54911,L,300.6,312,1566,30.1,128,0,0,0,0,0,0
L54912,L,300.6,312,1430,42.7,130,0,0,0,0,0,0
L54913,L,300.6,312,1481,40.9,132,0,0,0,0,0,0
L54914,L,300.6,312,1670,29.4,134,0,0,0,0,0,0
L54915,L,300.6,312,1406,55.1,136,0,0,0,0,0,0
H37150,H,300.6,312.1,1354,46.9,138,0,0,0,0,0,0
M22597,M,300.5,312,1985,19.3,143,0,0,0,0,0,0
M22598,M,300.5,312,1263,60.8,146,0,0,0,0,0,0
L54919,L,300.5,311.9,1576,31.1,149,0,0,0,0,0,0
L54920,L,300.5,312,1453,45.1,151,0,0,0,0,0,0
L54921,L,300.5,312,1478,39,153,0,0,0,0,0,0
M22602,M,300.5,311.9,1323,57.9,155,0,0,0,0,0,0
L54923,L,300.5,311.9,1710,28.4,158,0,0,0,0,0,0
L54924,L,300.4,311.7,1314,59.5,160,0,0,0,0,0,0
L54925,L,300.4,311.7,1460,39.6,162,0,0,0,0,0,0
M22606,M,300.4,311.7,1508,45.4,164,0,0,0,0,0,0
M22607,M,300.5,311.8,1331,55.3,167,0,0,0,0,0,0
L54928,L,300.4,311.7,1515,47.4,170,0,0,0,0,0,0
L54929,L,300.4,311.6,1674,33,172,0,0,0,0,0,0
L54930,L,300.4,311.7,1444,51.2,174,0,0,0,0,0,0
M22611,M,300.4,311.7,1398,42.6,176,0,0,0,0,0,0
M22612,M,300.4,311.7,1832,24.2,179,0,0,0,0,0,0
M22613,M,300.5,311.8,1591,42,182,0,0,0,0,0,0
M22614,M,300.4,311.7,1478,39.9,185,0,0,0,0,0,0
M22615,M,300.4,311.8,1362,47.6,188,0,0,0,0,0,0
L54936,L,300.5,311.8,1368,57.9,191,1,0,0,0,1,0
M22617,M,300.3,311.7,1723,28.3,193,0,0,0,0,0,0
L54938,L,300.4,311.8,1689,30.8,196,0,0,0,0,0,0
L54939,L,300.4,311.8,1272,59.2,198,1,0,0,0,1,0
M22620,M,300.4,311.7,1511,33,200,0,0,0,0,0,0
H37175,H,300.4,311.6,1715,30.8,203,0,0,0,0,0,0
M22622,M,300.3,311.5,1400,43.8,0,0,0,0,0,0,0
L54943,L,300.4,311.6,1200,76.6,3,1,0,0,1,0,0
M22624,M,300.4,311.7,1555,38.7,5,0,0,0,0,0,0
H37179,H,300.3,311.6,1427,56.2,8,0,0,0,0,0,0
L54946,L,300.3,311.4,1318,52.7,13,0,0,0,0,0,0
H37181,H,300.2,311.4,1319,54.6,15,0,0,0,0,0,0
M22628,M,300.2,311.4,1960,20.9,20,0,0,0,0,0,0
L54949,L,300.3,311.5,1552,38.9,23,0,0,0,0,0,0
L54950,L,300.3,311.5,1548,32.2,25,0,0,0,0,0,0
L54951,L,300.3,311.6,1709,29.5,27,0,0,0,0,0,0
H37186,H,300.3,311.5,1464,41,29,0,0,0,0,0,0
L54953,L,300.3,311.4,1759,24.8,34,0,0,0,0,0,0
L54954,L,300.3,311.5,1634,31.9,36,0,0,0,0,0,0
L54955,L,300.3,311.5,1663,33.6,38,0,0,0,0,0,0
M22636,M,300.3,311.5,1445,47.3,40,0,0,0,0,0,0
L54957,L,300.3,311.5,1695,25.6,43,0,0,0,0,0,0
L54958,L,300.4,311.6,1517,39,45,0,0,0,0,0,0
L54959,L,300.5,311.7,1811,26.8,47,0,0,0,0,0,0
L54960,L,300.4,311.6,1815,23.5,49,0,0,0,0,0,0
L54961,L,300.4,311.7,1513,40,51,0,0,0,0,0,0
M22642,M,300.4,311.6,1518,36.4,53,0,0,0,0,0,0
L54963,L,300.3,311.5,1667,28.8,56,0,0,0,0,0,0
L54964,L,300.3,311.5,1403,60.1,58,0,0,0,0,0,0
L54965,L,300.2,311.5,1383,42.1,60,0,0,0,0,0,0
L54966,L,300.3,311.5,1466,46.2,62,0,0,0,0,0,0
L54967,L,300.3,311.5,1378,47.5,64,0,0,0,0,0,0
M22648,M,300.2,311.5,1547,40.9,66,0,0,0,0,0,0
L54969,L,300.2,311.5,1495,38.5,69,0,0,0,0,0,0
L54970,L,300.1,311.4,1729,29.3,71,0,0,0,0,0,0
L54971,L,300.1,311.4,1418,47.7,73,0,0,0,0,0,0
H37206,H,300.1,311.4,1485,40.4,75,0,0,0,0,0,0
L54973,L,300.1,311.5,1434,40.8,80,0,0,0,0,0,0
M22654,M,300.2,311.6,1415,55.8,82,0,0,0,0,0,0
H37209,H,300.1,311.6,1674,29.6,85,0,0,0,0,0,0
L54976,L,300.1,311.5,1454,52.4,90,0,0,0,0,0,0
L54977,L,300,311.4,1476,39,92,0,0,0,0,0,0
L54978,L,300,311.5,1812,28.3,94,0,0,0,0,0,0
L54979,L,300,311.4,1374,41.9,96,0,0,0,0,0,0
M22660,M,300.1,311.4,1524,40.6,98,0,0,0,0,0,0
L54981,L,300,311.4,1383,49.6,101,0,0,0,0,0,0
L54982,L,299.9,311.3,1429,58.2,103,0,0,0,0,0,0
M22663,M,299.8,311.3,1517,41.2,105,0,0,0,0,0,0
M22664,M,299.9,311.4,1480,44.9,108,0,0,0,0,0,0
L54985,L,299.9,311.4,1706,28.8,111,0,0,0,0,0,0
L54986,L,300,311.5,1349,48.6,113,0,0,0,0,0,0
M22667,M,300,311.5,1451,49,115,0,0,0,0,0,0
L54988,L,299.9,311.4,1627,36.7,118,0,0,0,0,0,0
M22669,M,300,311.4,1537,35.4,120,0,0,0,0,0,0
L54990,L,300.1,311.5,2218,17,123,0,0,0,0,0,0
M22671,M,300,311.4,1466,39,125,0,0,0,0,0,0
L54992,L,300,311.5,1666,32,128,0,0,0,0,0,0
L54993,L,300,311.5,1455,41.7,130,0,0,0,0,0,0
L54994,L,300,311.4,1927,24.6,132,0,0,0,0,0,0
M22675,M,299.9,311.3,1703,28.4,134,0,0,0,0,0,0
L54996,L,299.8,311.2,1533,35.9,137,0,0,0,0,0,0
H37231,H,299.8,311.3,1785,25.4,139,0,0,0,0,0,0
L54998,L,299.8,311.2,2142,16.6,144,0,0,0,0,0,0
L54999,L,299.8,311.2,1369,46.2,146,0,0,0,0,0,0
M22680,M,299.8,311.2,1706,29.2,148,0,0,0,0,0,0
L55001,L,299.9,311.3,1802,24.4,151,0,0,0,0,0,0
H37236,H,299.9,311.3,1413,41.8,153,0,0,0,0,0,0
L55003,L,300,311.3,1484,53.2,158,0,0,0,0,0,0
L55004,L,299.9,311.3,1535,38.1,160,0,0,0,0,0,0
M22685,M,299.9,311.2,1579,35.5,162,0,0,0,0,0,0
L55006,L,299.8,311.1,1300,64.2,165,0,0,0,0,0,0
M22687,M,299.8,311.1,1452,44.3,167,0,0,0,0,0,0
M22688,M,299.8,311.1,1562,35.7,170,0,0,0,0,0,0
L55009,L,299.8,311.2,1664,28.3,173,0,0,0,0,0,0
H37244,H,299.9,311.2,1495,35.8,175,0,0,0,0,0,0
M22691,M,300,311.4,1533,42.6,180,0,0,0,0,0,0
L55012,L,300,311.4,1484,37,183,0,0,0,0,0,0
L55013,L,300,311.4,1604,38.7,185,0,0,0,0,0,0
L55014,L,300,311.4,1483,45.6,187,0,0,0,0,0,0
L55015,L,300.1,311.5,1549,34.7,189,0,0,0,0,0,0
L55016,L,300.1,311.4,1604,35,191,0,0,0,0,0,0
L55017,L,300.2,311.5,1685,31,193,0,0,0,0,0,0
L55018,L,300.2,311.6,1372,49.2,195,0,0,0,0,0,0
L55019,L,300.3,311.6,1374,47.4,197,0,0,0,0,0,0
L55020,L,300.2,311.6,1606,31,199,0,0,0,0,0,0
L55021,L,300.1,311.5,1471,47.2,201,0,0,0,0,0,0
L55022,L,300.1,311.5,1659,31.1,203,0,0,0,0,0,0
M22703,M,300.1,311.7,1400,48.5,205,0,0,0,0,0,0
L55024,L,300.1,311.7,1503,42.6,208,0,0,0,0,0,0
L55025,L,300.2,311.8,1798,23.2,210,0,0,0,0,0,0
M22706,M,300.2,311.6,1608,35,212,0,0,0,0,0,0
L55027,L,300.2,311.6,1322,50.9,215,0,0,0,0,0,0
H37262,H,300.2,311.6,1547,37.7,217,0,0,0,0,0,0
M22709,M,300.3,311.7,1374,47.9,222,1,1,0,0,0,0
M22710,M,300.3,311.7,1447,36.8,0,0,0,0,0,0,0
L55031,L,300.4,311.7,1373,47.2,3,0,0,0,0,0,0
L55032,L,300.3,311.7,1515,37.5,5,0,0,0,0,0,0
L55033,L,300.3,311.7,1317,56.5,7,0,0,0,0,0,0
L55034,L,300.3,311.8,1551,37.2,9,0,0,0,0,0,0
M22715,M,300.3,311.8,1592,32.1,11,0,0,0,0,0,0
L55036,L,300.4,311.8,1433,42.2,14,0,0,0,0,0,0
L55037,L,300.5,311.9,1432,43.1,16,0,0,0,0,0,0
L55038,L,300.5,311.9,1350,51.7,18,0,0,0,0,0,0
M22719,M,300.5,311.9,1370,44.8,20,0,0,0,0,0,0
L55040,L,300.5,312,1415,44.6,23,0,0,0,0,0,0
L55041,L,300.5,312,1498,42.9,25,0,0,0,0,0,0
M22722,M,300.5,312,1382,54.1,27,0,0,0,0,0,0
M22723,M,300.5,311.9,1511,44.5,30,0,0,0,0,0,0
L55044,L,300.5,311.9,1330,59.5,33,0,0,0,0,0,0
L55045,L,300.5,311.9,1383,50.5,35,0,0,0,0,0,0
L55046,L,300.5,311.9,1431,49.4,37,0,0,0,0,0,0
L55047,L,300.5,312,1461,38.1,39,0,0,0,0,0,0
H37282,H,300.4,311.9,1438,46.7,41,0,0,0,0,0,1
M22729,M,300.5,312,1779,27.7,46,0,0,0,0,0,0
M22730,M,300.6,312.1,1293,52.3,49,0,0,0,0,0,0
L55051,L,300.6,312.2,1308,54.7,52,0,0,0,0,0,0
L55052,L,300.6,312.3,1532,37.2,54,0,0,0,0,0,0
L55053,L,300.7,312.4,1470,38.6,56,0,0,0,0,0,0
L55054,L,300.7,312.3,1548,37.9,58,0,0,0,0,0,0
L55055,L,300.7,312.3,1898,24,60,0,0,0,0,0,0
H37290,H,300.7,312.2,1335,49,62,0,0,0,0,0,0
L55057,L,300.7,312.3,1420,53.8,67,0,0,0,0,0,0
L55058,L,300.7,312.3,1418,49,69,0,0,0,0,0,0
M22739,M,300.8,312.3,1535,40.3,71,0,0,0,0,0,0
H37294,H,300.7,312.4,1457,47.2,74,0,0,0,0,0,0
L55061,L,300.8,312.4,1493,39.1,79,0,0,0,0,0,0
H37296,H,300.7,312.3,1670,27.3,81,0,0,0,0,0,0
H37297,H,300.7,312.3,1446,45.4,86,0,0,0,0,0,0
L55064,L,300.8,312.4,1465,59.1,91,1,0,0,1,0,0
L55065,L,300.7,312.3,1590,36.3,93,0,0,0,0,0,0
M22746,M,300.6,312.2,2174,18.5,95,0,0,0,0,0,0
L55067,L,300.7,312.4,1590,37.9,98,0,0,0,0,0,0
L55068,L,300.7,312.3,1577,33.2,100,0,0,0,0,0,0
M22749,M,300.7,312.4,1371,61.7,102,0,0,0,0,0,0
L55070,L,300.8,312.4,1767,25.6,105,0,0,0,0,0,0
L55071,L,300.8,312.5,1517,39.2,107,0,0,0,0,0,0
M22752,M,300.9,312.6,1555,40.6,109,0,0,0,0,0,0
L55073,L,300.9,312.7,1416,43.8,112,0,0,0,0,0,0
M22754,M,300.8,312.6,1588,35.6,114,0,0,0,0,0,0
L55075,L,300.8,312.6,1422,50,117,0,0,0,0,0,0
L55076,L,300.8,312.6,1376,53.6,119,0,0,0,0,0,0
L55077,L,300.8,312.5,1434,50.7,121,0,0,0,0,0,0
L55078,L,300.8,312.5,1423,47.3,123,0,0,0,0,0,0
L55079,L,300.9,312.4,1364,52.5,125,0,0,0,0,0,0
L55080,L,300.8,312.4,1825,23.8,127,0,0,0,0,0,0
L55081,L,300.8,312.4,1365,44.5,129,0,0,0,0,0,0
M22762,M,300.7,312.3,1430,47.2,131,0,0,0,0,0,0
L55083,L,300.8,312.3,1435,44.8,134,0,0,0,0,0,0
M22764,M,300.8,312.4,1811,25.1,136,0,0,0,0,0,0
M22765,M,300.8,312.4,1465,43.7,139,0,0,0,0,0,0
L55086,L,300.9,312.4,1372,51,142,0,0,0,0,0,0
L55087,L,300.8,312.3,1858,26.3,144,0,0,0,0,0,0
L55088,L,300.7,312.3,1715,26.8,146,0,0,0,0,0,0
L55089,L,300.7,312.2,1590,38.5,148,0,0,0,0,0,0
M22770,M,300.8,312.2,1664,25.7,150,0,0,0,0,0,0
L55091,L,300.7,312.1,1512,36.9,153,0,0,0,0,0,0
L55092,L,300.7,312.1,1498,44,155,0,0,0,0,0,0
L55093,L,300.7,312.1,1395,41.9,157,0,0,0,0,0,0
H37328,H,300.7,312.1,1490,43.1,159,0,0,0,0,0,0
H37329,H,300.8,312.1,1527,35.1,164,0,0,0,0,0,0
L55096,L,300.8,312.1,1512,37.1,169,0,0,0,0,0,0
L55097,L,300.9,312.1,1474,42.4,171,0,0,0,0,0,0
L55098,L,300.8,312.1,1505,41.3,173,0,0,0,0,0,0
L55099,L,300.8,312,1496,40,175,0,0,0,0,0,0
L55100,L,300.8,312,1382,49.3,177,0,0,0,0,0,0
L55101,L,300.7,311.9,1419,47.7,179,0,0,0,0,0,0
L55102,L,300.7,311.9,1462,39.7,181,0,0,0,0,0,0
M22783,M,300.8,312,1450,45,183,0,0,0,0,0,0
H37338,H,300.7,311.9,1389,46.5,186,0,0,0,0,0,0
