Product ID,Type,Air temperature [C],Process temperature [C],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure type
M17856,M,27.35,36.65,1508,37.8,150,0,NOT
L50177,L,27.35,36.65,1345,62.7,153,0,NOT
L50178,L,27.35,36.55,1616,34.5,155,0,NOT
L50179,L,27.35,36.55,1395,61,157,0,NOT
H32414,H,27.35,36.65,1324,72.8,159,1,PWF
L50181,L,27.35,36.65,1445,43.9,164,0,NOT
M17862,M,27.35,36.65,1555,38.9,166,0,NOT
M17863,M,27.45,36.75,1449,42.4,169,0,NOT
M17864,M,27.35,36.75,1466,53.2,172,0,NOT
L50185,L,27.35,36.75,1503,37.4,175,0,NOT
L50186,L,27.25,36.55,1488,35.7,177,0,NOT
L50187,L,27.25,36.55,1314,50.2,179,0,NOT
M17868,M,27.25,36.55,1547,38,181,0,NOT
M17869,M,27.25,36.55,1466,39.8,184,0,NOT
L50190,L,27.15,36.45,1537,37.1,187,0,NOT
M17871,M,27.05,36.35,1434,51.5,189,0,NOT
L50192,L,27.25,36.45,1432,44.7,192,0,NOT
L50193,L,27.35,36.45,1390,48.4,194,0,NOT
L50194,L,27.35,36.55,1580,42.8,196,0,NOT
L50195,L,27.35,36.55,1589,30.5,198,0,NOT
L50196,L,27.35,36.65,1441,48.8,200,0,NOT
L50197,L,27.35,36.65,1305,51.7,202,0,NOT
M17878,M,27.35,36.65,1566,35.9,204,0,NOT
L50199,L,27.35,36.65,1379,54.2,207,1,OSF
L50200,L,27.25,36.45,1543,38.1,209,0,NOT
L50201,L,27.35,36.65,1421,49.6,211,0,NOT
L50202,L,27.35,36.45,1760,30.6,213,0,NOT
L50203,L,27.25,36.35,1711,29.2,215,0,NOT
L50204,L,27.35,36.45,1465,41.6,217,0,NOT
L50205,L,27.35,36.45,1366,50.2,219,0,NOT
M17886,M,27.25,36.35,1888,21.9,221,0,NOT
L50207,L,27.35,36.35,1777,23.6,0,0,NOT
L50208,L,27.35,36.35,1379,55.6,2,0,NOT
L50209,L,27.25,36.35,1525,51.3,4,0,NOT
M17890,M,27.25,36.45,1563,34,6,0,NOT
M17891,M,27.35,36.55,1389,43.3,9,0,NOT
M17892,M,27.45,36.65,1447,42.9,12,0,NOT
M17893,M,27.45,36.55,1934,22.8,15,0,NOT
H32448,H,27.45,36.55,1470,43.8,18,0,NOT
M17895,M,27.45,36.55,1428,42.6,23,0,NOT
L50216,L,27.25,36.45,1319,48.1,26,0,NOT
L50217,L,27.35,36.55,1887,24.3,28,0,NOT
L50218,L,27.25,36.35,1349,50.4,30,0,NOT
M17899,M,27.15,36.35,1665,31.4,32,0,NOT
L50220,L,27.15,36.35,1474,38.7,35,0,NOT
L50221,L,27.25,36.35,1543,38.9,37,0,NOT
M17902,M,27.05,36.25,1459,43.9,39,0,NOT
L50223,L,27.15,36.35,1551,37.9,42,0,NOT
L50224,L,27.05,36.25,1981,21.4,44,0,NOT
L50225,L,27.05,36.25,1526,35.3,46,0,NOT
M17906,M,27.05,36.25,1501,40,48,0,NOT
L50227,L,27.05,36.25,1558,38.3,51,0,NOT
L50228,L,27.05,36.15,1532,43.2,53,0,NOT
L50229,L,26.95,36.05,1326,55.9,55,0,NOT
L50230,L,27.05,36.05,1431,51.3,57,0,NOT
L50231,L,27.05,36.15,1366,49.3,59,0,NOT
L50232,L,26.95,36.05,1421,42.5,61,0,NOT
H32467,H,27.05,36.15,1506,35.6,63,0,NOT
H32468,H,27.05,36.15,1342,48.7,68,0,NOT
L50235,L,26.95,36.05,1427,37.6,73,0,NOT
L50236,L,27.05,36.05,1667,29.9,75,0,NOT
L50237,L,26.95,35.95,1400,46.7,77,0,NOT
L50238,L,26.85,35.85,1709,32.1,79,0,NOT
M17919,M,26.85,35.85,1368,45.8,81,0,NOT
L50240,L,26.85,35.95,1882,23.8,84,0,NOT
L50241,L,26.95,35.95,1353,58.7,86,0,NOT
L50242,L,26.75,35.85,1553,40,88,0,NOT
L50243,L,26.85,35.95,1431,45.4,90,0,NOT
M17924,M,26.95,35.95,1731,30.4,92,0,NOT
M17925,M,26.95,36.05,1687,27.7,95,0,RNF
M17926,M,26.95,36.05,1457,44.3,98,0,NOT
L50247,L,26.95,36.05,1533,37,101,0,NOT
H32482,H,26.85,35.85,1622,31.8,103,0,NOT
L50249,L,26.85,35.95,1791,28.2,108,0,NOT
L50250,L,26.85,35.95,1631,28.3,110,0,NOT
L50251,L,26.85,35.85,2174,16.9,112,0,NOT
L50252,L,26.95,35.85,1314,58.2,114,0,NOT
L50253,L,26.95,35.95,1478,46.9,116,0,NOT
L50254,L,26.95,36.05,1783,27.3,118,0,NOT
M17935,M,26.95,36.05,1385,46.1,120,0,NOT
L50256,L,26.85,36.05,1444,43.6,123,0,NOT
L50257,L,26.95,36.15,1841,23,125,0,NOT
M17938,M,26.95,36.25,1349,56.2,127,0,NOT
L50259,L,26.95,36.15,1340,56,130,0,NOT
M17940,M,26.75,36.05,1539,43.2,132,0,NOT
M17941,M,26.85,36.15,1932,21.8,135,0,NOT
M17942,M,26.85,36.15,1407,43.9,138,0,NOT
L50263,L,26.95,36.15,1712,28.5,141,0,NOT
H32498,H,26.95,36.25,1329,55.2,143,0,NOT
L50265,L,26.95,36.05,1441,42.9,148,0,NOT
L50266,L,26.85,36.05,1610,32.1,150,0,NOT
M17947,M,26.85,35.95,1474,45.2,152,0,NOT
M17948,M,26.85,35.95,1624,30.8,155,0,NOT
H32503,H,26.95,36.15,1520,38.2,158,0,NOT
H32504,H,26.95,36.15,1448,45.8,163,0,NOT
L50271,L,26.85,36.15,1558,29.7,168,0,NOT
M17952,M,26.85,36.15,2293,16.3,170,0,NOT
L50273,L,26.85,36.15,1397,51.2,173,0,NOT
L50274,L,26.85,36.15,1972,22,175,0,NOT
M17955,M,26.75,36.05,1574,36.5,177,0,NOT
L50276,L,26.75,36.05,1560,38.9,180,0,NOT
M17957,M,26.75,36.05,1353,49.8,182,0,NOT
M17958,M,26.75,36.05,1389,51.2,185,0,NOT
M17959,M,26.75,35.95,1513,43.8,188,0,NOT
L50280,L,26.65,35.95,1578,42.1,191,0,NOT
H32515,H,26.65,35.85,1467,37.3,193,0,NOT
L50282,L,26.75,35.95,1412,48.3,198,0,NOT
L50283,L,26.65,35.95,1668,30.3,200,0,NOT
M17964,M,26.65,36.05,1678,29.8,202,0,NOT
L50285,L,26.65,35.95,1612,35.4,205,0,NOT
L50286,L,26.65,35.95,1485,39.9,207,0,NOT
M17967,M,26.65,35.95,1456,39.4,209,0,NOT
L50288,L,26.65,36.05,1504,38.7,212,0,NOT
L50289,L,26.75,36.05,1491,44.3,214,0,NOT
H32524,H,26.75,36.05,1525,33.2,0,0,NOT
L50291,L,26.85,36.05,1759,27.9,5,0,NOT
M17972,M,26.65,35.95,1355,56.7,7,0,NOT
M17973,M,26.75,35.95,1345,56.8,10,0,NOT
M17974,M,26.75,36.05,1683,30.5,13,0,NOT
L50295,L,26.75,36.05,1658,34.8,16,0,NOT
L50296,L,26.85,36.05,1566,34.4,18,0,NOT
M17977,M,26.95,36.15,1469,43.9,20,0,NOT
M17978,M,27.05,36.35,1458,46.9,23,0,NOT
L50299,L,26.95,36.25,1858,23.6,26,0,NOT
H32534,H,26.95,36.25,1563,40.8,28,0,NOT
L50301,L,26.95,36.25,2141,17.9,33,0,NOT
L50302,L,26.85,36.15,1473,46,35,0,NOT
H32537,H,26.85,36.25,1498,38.5,37,0,NOT
L50304,L,26.95,36.25,1568,39.7,42,0,NOT
L50305,L,26.95,36.25,1694,27.4,44,0,NOT
L50306,L,26.85,36.25,1499,35.7,46,0,NOT
L50307,L,26.85,36.35,1717,28.3,48,0,NOT
M17988,M,26.95,36.35,1462,42.8,50,0,NOT
L50309,L,26.95,36.45,1642,34.5,53,0,NOT
L50310,L,26.95,36.45,1760,25.4,55,0,NOT
L50311,L,26.95,36.35,1660,32.7,57,0,NOT
L50312,L,26.95,36.35,1557,40.6,59,0,NOT
H32547,H,27.05,36.45,1442,49.2,61,0,NOT
L50314,L,27.05,36.45,1359,51.5,66,0,NOT
L50315,L,27.25,36.65,1342,52.5,68,0,NOT
L50316,L,27.25,36.75,1435,54.8,70,0,NOT
L50317,L,27.25,36.75,1567,36.5,72,0,NOT
L50318,L,27.25,36.75,1376,43.5,74,0,NOT
H32553,H,27.25,36.75,1513,38.7,76,0,NOT
H32554,H,27.25,36.75,2563,12.8,81,1,PWF
L50321,L,27.35,36.85,1521,45.1,86,0,NOT
L50322,L,27.45,36.85,1658,34.7,88,0,NOT
H32557,H,27.45,36.85,1419,42.4,90,0,NOT
M18004,M,27.45,36.85,1478,36.3,95,0,NOT
M18005,M,27.35,36.85,1415,43.5,98,0,NOT
M18006,M,27.35,36.75,1780,26.5,101,0,NOT
M18007,M,27.25,36.55,1440,42.8,104,0,NOT
H32562,H,27.25,36.65,1448,39.7,107,0,NOT
H32563,H,27.25,36.55,1500,35.2,112,0,NOT
L50330,L,27.25,36.65,1513,32.9,117,0,NOT
L50331,L,27.35,36.65,1428,43.8,119,0,NOT
M18012,M,27.35,36.65,1473,42.3,121,0,NOT
M18013,M,27.35,36.75,1483,49.3,124,0,NOT
L50334,L,27.25,36.55,1534,42.5,127,0,NOT
L50335,L,27.35,36.65,1367,54,129,0,NOT
L50336,L,27.25,36.55,1467,36.9,131,0,NOT
M18017,M,27.25,36.55,1488,42.2,133,0,NOT
L50338,L,27.25,36.55,1679,30.1,136,0,NOT
H32573,H,27.25,36.65,1409,47.5,138,0,NOT
M18020,M,27.25,36.55,1367,51.2,143,0,NOT
L50341,L,27.25,36.65,1314,63.1,146,0,NOT
L50342,L,27.35,36.75,1480,40,148,0,NOT
L50343,L,27.25,36.65,1549,38.9,150,0,NOT
L50344,L,27.25,36.55,1685,31.3,152,0,NOT
L50345,L,27.25,36.45,1536,34.5,154,0,NOT
M18026,M,27.25,36.55,1539,37.7,156,0,NOT
L50347,L,27.25,36.55,1384,45.1,159,0,NOT
M18028,M,27.25,36.45,1614,30.3,161,0,NOT
M18029,M,27.25,36.45,1675,35.5,164,0,NOT
M18030,M,27.25,36.55,1685,32.3,167,0,NOT
L50351,L,27.25,36.45,1386,56.9,170,0,NOT
M18032,M,27.15,36.45,1488,41.3,172,0,NOT
L50353,L,27.15,36.45,1624,32.6,175,0,NOT
L50354,L,27.15,36.45,1600,34.6,177,0,NOT
L50355,L,27.15,36.45,1468,44.7,179,0,NOT
L50356,L,27.15,36.45,1435,45.4,181,0,NOT
M18037,M,27.05,36.35,1564,33.4,183,0,NOT
M18038,M,27.05,36.25,1329,53.6,186,0,NOT
L50359,L,26.95,36.15,1570,36.8,189,0,NOT
M18040,M,27.05,36.25,1433,48.8,191,0,NOT
L50361,L,27.05,36.25,1527,37,194,0,NOT
M18042,M,26.95,36.15,1443,50.3,196,0,NOT
L50363,L,26.95,36.15,1616,32,199,0,NOT
L50364,L,26.95,36.15,1654,31,201,0,NOT
L50365,L,26.95,36.15,1685,27.1,203,0,NOT
M18046,M,27.05,36.25,1456,48.8,205,0,NOT
M18047,M,27.05,36.25,1752,27.8,208,0,NOT
M18048,M,26.95,36.05,1438,51,211,0,NOT
L50369,L,26.95,35.95,1551,33.7,214,0,NOT
L50370,L,26.95,36.05,1599,30.1,216,0,NOT
M18051,M,26.95,36.05,1732,33.7,218,0,NOT
M18052,M,26.95,36.05,1418,39.8,221,0,NOT
L50373,L,26.85,35.95,1401,44.5,0,0,NOT
L50374,L,26.85,35.85,1454,51.7,2,0,NOT
M18055,M,26.85,36.05,1635,32.4,4,0,NOT
L50376,L,26.85,35.95,1489,40.3,7,0,NOT
L50377,L,26.85,35.95,1465,40.6,9,0,NOT
M18058,M,26.85,35.95,1463,45.7,11,0,NOT
H32613,H,26.95,35.95,1560,35.4,14,0,NOT
M18060,M,26.95,36.05,1454,44.4,19,0,NOT
L50381,L,27.05,35.95,1479,47,22,0,NOT
L50382,L,27.05,36.05,1430,43.4,24,0,NOT
M18063,M,26.95,35.95,1533,38,26,0,NOT
L50384,L,26.95,35.85,1404,54.8,29,0,NOT
M18065,M,26.95,35.75,1548,38.4,31,0,NOT
M18066,M,26.95,35.85,1612,33,34,0,NOT
M18067,M,27.05,35.85,1642,31.2,37,0,NOT
M18068,M,27.05,35.95,1406,42.2,40,0,NOT
L50389,L,27.15,36.05,1587,31.4,43,0,NOT
M18070,M,27.15,36.05,1364,47.6,45,0,NOT
L50391,L,27.15,36.05,1462,51.4,48,0,NOT
L50392,L,27.15,36.05,1649,32.4,50,0,NOT
L50393,L,27.25,36.05,1752,29,52,0,NOT
H32628,H,27.25,36.15,1396,51.2,54,0,NOT
M18075,M,27.35,36.25,2179,16.3,59,0,NOT
L50396,L,27.35,36.35,1653,27.6,62,0,NOT
L50397,L,27.45,36.35,2025,21.4,64,0,NOT
L50398,L,27.45,36.45,1426,53.6,66,0,NOT
M18079,M,27.45,36.45,1503,38.4,68,0,NOT
M18080,M,27.55,36.45,1525,36.5,71,0,NOT
L50401,L,27.45,36.45,1423,49.1,74,0,NOT
M18082,M,27.55,36.55,1435,44.7,76,0,NOT
H32637,H,27.45,36.35,1495,36.5,79,0,NOT
M18084,M,27.45,36.35,1557,33.8,84,0,NOT
L50405,L,27.45,36.25,1474,40.7,87,0,NOT
L50406,L,27.35,36.15,1465,46,89,0,NOT
M18087,M,27.35,36.15,1589,34.9,91,0,NOT
L50408,L,27.35,36.15,1475,46.8,94,0,NOT
L50409,L,27.45,36.25,1442,43.2,96,0,NOT
L50410,L,27.45,36.25,1556,36,98,0,NOT
L50411,L,27.55,36.15,1425,45.3,100,0,NOT
L50412,L,27.55,36.15,1580,38.3,102,0,NOT
H32647,H,27.65,36.25,1474,40.7,104,0,NOT
L50414,L,27.65,36.25,1489,38.4,109,0,NOT
L50415,L,27.65,36.25,1946,20.5,111,0,NOT
M18096,M,27.65,36.25,1342,62.4,113,1,HDF
M18097,M,27.75,36.35,1758,26.8,116,0,NOT
M18098,M,27.75,36.25,1724,25.6,119,0,NOT
L50419,L,27.85,36.35,1430,48.5,122,0,NOT
L50420,L,27.75,36.35,1612,35.2,124,0,NOT
H32655,H,27.75,36.35,1469,43.4,126,0,NOT
L50422,L,27.75,36.45,1384,42.4,131,0,NOT
L50423,L,27.85,36.45,1724,28.1,133,0,NOT
M18104,M,27.85,36.45,1397,48,135,0,NOT
M18105,M,27.85,36.45,1588,32.7,138,0,NOT
L50426,L,27.85,36.55,1468,42,141,0,NOT
M18107,M,27.85,36.65,1594,31.1,143,0,NOT
M18108,M,27.85,36.55,1511,39.3,146,0,NOT
L50429,L,27.95,36.65,1493,38.9,149,0,NOT
H32664,H,28.05,36.65,1709,27,151,0,NOT
L50431,L,27.95,36.45,1501,36.1,156,0,NOT
L50432,L,27.95,36.55,1668,30.8,158,0,NOT
L50433,L,27.95,36.45,1502,48.9,160,0,NOT
M18114,M,27.85,36.55,1288,58.4,162,0,NOT
L50435,L,27.85,36.55,1491,42.9,165,0,NOT
L50436,L,27.95,36.65,1519,39.6,167,0,NOT
L50437,L,28.05,36.75,1984,19.7,169,0,NOT
L50438,L,28.05,36.75,1643,32.9,171,0,NOT
M18119,M,28.05,36.85,1625,31.6,173,0,NOT
M18120,M,28.15,36.85,2068,17.8,176,0,NOT
H32675,H,28.15,36.95,1469,39.7,179,0,NOT
L50442,L,28.15,36.95,1558,36.3,184,0,NOT
L50443,L,28.15,36.85,1344,54.8,186,0,NOT
H32678,H,28.15,36.95,1455,44.1,188,0,NOT
L50445,L,28.15,36.95,1355,53.6,193,0,NOT
L50446,L,28.15,36.95,1269,56.8,195,1,OSF
L50447,L,28.15,36.85,1550,41.5,197,0,NOT
M18128,M,28.15,36.95,1525,37.8,199,0,NOT
M18129,M,28.15,36.85,1696,32.4,202,0,NOT
L50450,L,28.25,36.95,1937,21.8,205,0,NOT
M18131,M,28.25,36.85,1689,32.1,207,0,NOT
M18132,M,28.15,36.85,1593,30.8,210,0,NOT
M18133,M,28.15,36.75,1565,36,213,0,NOT
L50454,L,28.15,36.85,1665,31.4,0,0,NOT
H32689,H,28.15,36.85,1532,36.3,2,0,NOT
L50456,L,28.15,36.85,1438,40.9,7,0,NOT
L50457,L,28.15,36.95,1531,41.6,9,0,NOT
L50458,L,28.15,36.85,1506,40.8,11,0,NOT
L50459,L,28.05,36.75,1382,52.4,13,0,NOT
M18140,M,28.05,36.75,1456,50.8,15,0,NOT
M18141,M,28.05,36.85,1445,45.6,18,0,NOT
L50462,L,28.05,36.75,1515,40.9,21,0,NOT
L50463,L,28.05,36.75,1449,45.5,23,0,NOT
H32698,H,28.05,36.75,1362,50.7,25,0,NOT
L50465,L,28.05,36.75,1687,29.7,30,0,NOT
L50466,L,28.05,36.85,1618,37.6,32,0,NOT
M18147,M,28.05,36.95,1558,32.6,34,0,NOT
L50468,L,28.15,36.95,1662,31,37,0,NOT
M18149,M,28.05,36.95,1295,56.6,39,0,NOT
L50470,L,28.05,37.05,1385,42.3,42,0,NOT
M18151,M,28.05,36.95,1479,45.5,44,0,NOT
L50472,L,28.15,37.15,1400,44.3,47,0,NOT
M18153,M,28.05,37.15,1357,54.5,49,0,NOT
L50474,L,27.95,37.05,1657,34.1,52,0,NOT
L50475,L,27.95,37.05,1496,43.4,54,0,NOT
M18156,M,28.05,37.15,1379,43.2,56,0,NOT
L50477,L,28.05,37.15,1548,38.6,59,0,NOT
L50478,L,28.05,37.15,1499,38.1,61,0,NOT
L50479,L,28.15,37.35,1390,45.8,63,0,NOT
H32714,H,28.15,37.25,1538,38.4,65,0,NOT
L50481,L,28.15,37.35,1365,47.7,70,0,NOT
L50482,L,28.15,37.35,1503,48.6,72,0,NOT
L50483,L,28.05,37.25,1390,49.9,74,0,NOT
L50484,L,28.05,37.15,1497,45.7,76,0,NOT
M18165,M,28.15,37.25,1577,48.3,78,0,NOT
L50486,L,28.25,37.35,1432,54.3,81,0,NOT
M18167,M,28.25,37.35,1563,39.9,83,0,NOT
L50488,L,28.25,37.25,1433,43.4,86,0,NOT
L50489,L,28.15,37.25,1384,50.1,88,0,NOT
L50490,L,28.15,37.25,1346,46.7,90,0,NOT
L50491,L,28.15,37.25,1459,44.7,92,0,NOT
L50492,L,28.25,37.25,1639,28.9,94,0,NOT
L50493,L,28.25,37.25,1737,31.9,96,0,NOT
L50494,L,28.25,37.35,1489,43.5,98,0,NOT
M18175,M,28.35,37.45,1492,43,100,0,NOT
M18176,M,28.25,37.35,1217,60.6,103,0,NOT
L50497,L,28.35,37.35,1636,28.7,106,0,NOT
L50498,L,28.25,37.25,1436,49.7,108,0,NOT
L50499,L,28.25,37.25,1689,30.6,110,0,NOT
L50500,L,28.35,37.35,2289,16.4,112,0,NOT
L50501,L,28.35,37.45,1522,41,114,0,NOT
L50502,L,28.35,37.35,1351,52.9,116,0,NOT
L50503,L,28.35,37.35,1589,36.7,118,0,NOT
L50504,L,28.35,37.45,1578,34.1,120,0,NOT
L50505,L,28.35,37.45,1587,33.7,122,0,NOT
L50506,L,28.35,37.45,1962,20.2,124,0,NOT
M18187,M,28.35,37.45,2432,14.2,126,0,NOT
L50508,L,28.45,37.45,1418,43.9,129,0,NOT
L50509,L,28.45,37.55,1683,29.7,131,0,NOT
L50510,L,28.55,37.65,1385,50.7,133,0,NOT
L50511,L,28.55,37.65,1559,44.5,135,0,NOT
M18192,M,28.55,37.65,1671,31.6,137,0,NOT
M18193,M,28.45,37.65,1343,49.5,140,0,NOT
M18194,M,28.45,37.65,1548,34.2,143,0,NOT
L50515,L,28.55,37.75,1705,31.2,146,0,NOT
L50516,L,28.45,37.65,1535,35.4,148,0,NOT
L50517,L,28.45,37.65,1564,34.1,150,0,NOT
M18198,M,28.45,37.75,1510,40.9,152,0,NOT
L50519,L,28.45,37.75,1492,45.2,155,0,NOT
M18200,M,28.35,37.65,1452,44.1,157,0,NOT
H32755,H,28.25,37.55,1329,52,160,0,NOT
L50522,L,28.35,37.65,1382,52.4,165,0,NOT
M18203,M,28.35,37.65,1628,36.4,167,0,NOT
L50524,L,28.25,37.55,1706,27.9,170,0,NOT
L50525,L,28.15,37.55,1594,34.1,172,0,NOT
L50526,L,28.15,37.55,1761,24.3,174,0,NOT
L50527,L,28.15,37.45,1529,41.8,176,0,NOT
M18208,M,28.15,37.55,1532,40.7,178,0,NOT
L50529,L,28.25,37.55,1673,27.8,181,0,NOT
L50530,L,28.25,37.65,1285,62.6,183,1,OSF
L50531,L,28.25,37.65,1680,31.4,185,0,NOT
L50532,L,28.25,37.65,1610,34.6,187,0,NOT
L50533,L,28.45,37.75,1632,31.6,189,0,NOT
L50534,L,28.45,37.75,1559,40.2,191,0,NOT
L50535,L,28.35,37.65,1367,49,193,0,NOT
L50536,L,28.45,37.65,1355,57.8,195,1,OSF
H32771,H,28.45,37.55,1414,51.7,197,0,NOT
L50538,L,28.35,37.45,1522,36.6,202,0,NOT
L50539,L,28.35,37.45,1525,41.9,204,0,NOT
L50540,L,28.35,37.45,1394,46.5,206,0,NOT
L50541,L,28.35,37.45,1519,40.7,208,0,NOT
L50542,L,28.25,37.45,1445,43.9,210,0,NOT
L50543,L,28.25,37.45,1555,43.3,212,0,NOT
L50544,L,28.25,37.35,1633,39.5,0,0,NOT
M18225,M,28.25,37.45,1630,30.3,2,0,NOT
M18226,M,28.25,37.55,1692,32.3,5,0,NOT
H32781,H,28.35,37.55,1790,26.2,8,0,NOT
L50548,L,28.35,37.65,1350,58.5,13,0,NOT
L50549,L,28.35,37.75,2760,8,15,1,PWF
L50550,L,28.25,37.55,1584,32.2,17,0,NOT
L50551,L,28.25,37.55,1989,21.8,19,0,NOT
L50552,L,28.25,37.65,1431,44.3,21,0,NOT
L50553,L,28.25,37.55,1568,35.2,23,0,NOT
L50554,L,28.25,37.55,1376,50.6,25,0,NOT
M18235,M,28.25,37.45,1459,46.9,27,0,NOT
M18236,M,28.35,37.65,1385,47.5,30,0,NOT
H32791,H,28.35,37.65,1591,29.6,33,0,NOT
L50558,L,28.35,37.55,1568,33.1,38,0,NOT
M18239,M,28.25,37.55,1459,37.7,40,0,NOT
L50560,L,28.25,37.55,1590,36.3,43,0,NOT
L50561,L,28.15,37.45,1376,47.6,45,0,NOT
L50562,L,28.15,37.45,1510,38.5,47,0,NOT
H32797,H,28.25,37.45,1674,33.6,49,0,NOT
L50564,L,28.15,37.45,1426,40.7,54,0,NOT
L50565,L,28.35,37.55,1466,43.6,56,0,NOT
H32800,H,28.35,37.65,1474,38.7,58,0,NOT
M18247,M,28.45,37.65,1290,65.3,63,0,NOT
M18248,M,28.55,37.75,1435,48,66,0,NOT
M18249,M,28.35,37.55,1416,53.2,69,0,NOT
H32804,H,28.35,37.55,1599,40.4,72,0,NOT
L50571,L,28.35,37.55,1466,47.3,77,0,NOT
L50572,L,28.35,37.55,1408,47.3,79,0,NOT
L50573,L,28.35,37.45,1490,48.1,81,0,NOT
L50574,L,28.35,37.45,1405,42.3,83,0,NOT
L50575,L,28.25,37.35,1647,33.3,85,0,NOT
M18256,M,28.25,37.45,1459,35,87,0,NOT
L50577,L,28.25,37.45,1648,30.7,90,0,NOT
L50578,L,28.25,37.55,1675,30.7,92,0,NOT
L50579,L,28.25,37.55,1605,34.2,94,0,NOT
H32814,H,28.25,37.55,1536,44.4,96,0,NOT
M18261,M,28.25,37.55,1617,34.3,101,0,NOT
L50582,L,28.25,37.45,1347,53.3,104,0,NOT
L50583,L,28.15,37.35,1337,52.7,106,0,NOT
L50584,L,28.15,37.25,1695,30.9,108,0,NOT
M18265,M,28.15,37.25,1635,32.5,110,0,NOT
L50586,L,28.05,37.25,1470,44,113,0,NOT
L50587,L,28.05,37.25,1381,49.8,115,0,NOT
M18268,M,28.05,37.25,1382,41.6,117,0,NOT
M18269,M,28.05,37.25,1697,30,120,0,NOT
L50590,L,28.05,37.15,1451,39.7,123,0,NOT
L50591,L,28.15,37.15,1419,55.7,125,0,NOT
L50592,L,28.15,37.15,1313,55.6,127,0,NOT
L50593,L,28.15,37.15,1560,36.3,129,0,NOT
L50594,L,28.15,37.15,1555,41.2,131,0,NOT
L50595,L,28.25,37.25,1579,36.9,133,0,NOT
L50596,L,28.35,37.35,1435,44.6,135,0,NOT
L50597,L,28.45,37.45,1621,33.7,137,0,NOT
H32832,H,28.45,37.45,1555,40.4,139,0,NOT
L50599,L,28.35,37.35,1611,33.8,144,0,NOT
L50600,L,28.45,37.45,1834,23.5,146,0,NOT
M18281,M,28.35,37.35,1612,29.8,148,0,NOT
L50602,L,28.35,37.25,1629,34.1,151,0,NOT
L50603,L,28.25,37.25,1496,35.2,153,0,NOT
L50604,L,28.35,37.35,1593,32.9,155,0,NOT
M18285,M,28.35,37.35,1623,33.5,157,0,NOT
L50606,L,28.35,37.35,1380,48.7,160,0,NOT
L50607,L,28.45,37.45,1562,34.4,162,0,NOT
L50608,L,28.45,37.45,1391,49.4,164,0,NOT
H32843,H,28.35,37.35,1551,34.3,166,0,NOT
H32844,H,28.45,37.45,1821,26.2,171,0,NOT
L50611,L,28.45,37.55,1429,43.6,176,0,NOT
M18292,M,28.45,37.55,2012,20.7,178,0,NOT
M18293,M,28.45,37.45,1924,23.6,181,0,NOT
M18294,M,28.35,37.35,1412,44.1,184,0,NOT
L50615,L,28.35,37.35,1389,54.9,187,0,NOT
L50616,L,28.35,37.35,1466,48.1,189,0,NOT
L50617,L,28.35,37.35,2297,15.8,191,0,NOT
L50618,L,28.25,37.25,1471,37.5,193,0,NOT
L50619,L,28.25,37.15,1492,41.4,195,0,NOT
L50620,L,28.15,37.15,1460,41.5,197,0,NOT
L50621,L,28.25,37.25,1559,39.4,199,0,NOT
M18302,M,28.25,37.35,1495,52.5,201,0,NOT
L50623,L,28.35,37.35,1535,39,204,0,NOT
L50624,L,28.35,37.45,1381,50.7,206,0,NOT
M18305,M,28.45,37.45,1599,36.1,208,0,NOT
H32860,H,28.45,37.45,1400,49.5,211,0,NOT
L50627,L,28.55,37.45,1624,34.5,216,0,NOT
L50628,L,28.45,37.45,1478,36.6,218,0,NOT
L50629,L,28.55,37.55,1605,33.3,220,0,NOT
L50630,L,28.45,37.45,1506,43.4,222,0,NOT
L50631,L,28.45,37.45,1455,43.9,0,0,NOT
H32866,H,28.45,37.35,1602,32.3,2,0,RNF
L50633,L,28.35,37.25,1425,54.4,7,0,NOT
L50634,L,28.35,37.25,1918,21.8,9,0,NOT
H32869,H,28.25,37.15,1611,41.5,11,0,NOT
H32870,H,28.25,37.25,1610,38.6,16,0,NOT
M18317,M,28.35,37.25,2639,12,21,1,PWF
L50638,L,28.35,37.25,1329,46.6,24,0,NOT
L50639,L,28.35,37.25,1270,54.2,26,0,NOT
L50640,L,28.35,37.15,1415,41.6,28,0,NOT
H32875,H,28.45,37.25,1330,49.5,30,0,NOT
H32876,H,28.45,37.35,1786,27.1,35,0,NOT
L50643,L,28.45,37.35,1809,25.5,40,0,NOT
L50644,L,28.55,37.45,1303,59.7,42,0,NOT
M18325,M,28.65,37.55,1383,45.7,44,0,NOT
L50646,L,28.55,37.45,1447,56.9,47,0,NOT
L50647,L,28.65,37.55,1461,44.2,49,0,NOT
L50648,L,28.65,37.55,2092,18.6,51,0,NOT
M18329,M,28.65,37.55,1429,47.9,53,0,NOT
L50650,L,28.65,37.65,1736,26.5,56,0,NOT
L50651,L,28.65,37.55,1441,49.3,58,0,NOT
L50652,L,28.65,37.55,1523,43.3,60,0,NOT
M18333,M,28.65,37.65,1691,33.4,62,0,NOT
M18334,M,28.75,37.65,1557,35.3,65,0,NOT
L50655,L,28.65,37.55,1644,33.4,68,0,NOT
L50656,L,28.65,37.45,1522,43.8,70,0,NOT
L50657,L,28.65,37.55,1547,41.7,72,0,NOT
L50658,L,28.65,37.55,1597,30.8,74,0,NOT
